"1","李洋[中国航天科工集团有限公司纪检监察组组长、党组成员]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","12","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=13679489"
"2","李洋[中国内地男演员]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","56","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=1500278"
"3","李洋[北京大学艺术学院副院长]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","27","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=12001028"
"4","李洋[天津市青年京剧团女演员]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","27","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2261949"
"5","李洋[著名影视评论家，学者，策划人，制作人]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","14","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2261899"
"6","李洋[沈阳工业大学辽阳校区基础部体育教研室教师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","10","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=7274929"
"7","李洋[云南省迪庆藏族自治州党委常委、组织部长]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","27","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=946479"
"8","李洋[重庆医科大学肛肠外科教授]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","13","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=3475474"
"9","李洋[中国台北羽毛球运动员]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","36","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=20255752"
"10","李洋[北京师范大学珠海分校管理学院团委书记]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","7","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=12710736"
"11","李洋[北京交通台主持人]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","8","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2261968"
"12","李洋[中国毛体书法艺术家协会会员]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","10","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2822195"
"13","李洋[邱爱华老公]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","6","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=19515081"
"14","李洋[安徽农业大学计算机教师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","12","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=13467138"
"15","李洋[跳台滑雪运动员]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","12","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2261829"
"16","李洋[主持人]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","9","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=10235951"
"17","李洋[新疆维吾尔自治区铁门关市政协原党组副书记、主席]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","14","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=6271471"
"18","李洋[鲁迅美术学院书法家]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","12","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2262002"
"19","李洋[叁贵国际签约男演员]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","21","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=13687739"
"20","李洋[济南市曲艺家协会主席、济南市曲艺团党支部书记]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","21","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2261986"
"21","李洋[职业画家]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","6","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2261884"
"22","李洋[山东正之源律师事务律师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","4","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2261917"
"23","李洋[演员、明星经纪人]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","19","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=8101885"
"24","李洋[徐州籍拳击运动员]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","21","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2261849"
"25","李洋[荆门市安全生产执法监察支队支队长]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","2","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=20400854"
"26","李洋[纹绣技术培训导师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","8","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2262016"
"27","李洋[守门员教练]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","11","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=18688589"
"28","李洋[团北京市崇文区委龙潭街道工委副书记]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","2","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=20123641"
"29","李洋[湖北大学生命科学学院讲师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","7","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=16188017"
"30","李洋[长江商学院市场营销学助理教授]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","8","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=17487500"
"31","李洋[山西长治市纪委案件审理室主任]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","2","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=19466148"
"32","李洋[中国男子射击运动员]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","12","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2261865"
"33","李洋[中国内地男演员]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","67","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=7647454"
"34","李洋[中央美术学院教师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","8","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=19379923"
"35","李洋[绍兴震元集团干部]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","3","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=2261933"
"36","李洋[清朝纳西族诗人]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","11","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=14217446"
"37","李洋[西北大学新闻传播学院副教授]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","9","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=20484522"
"38","李洋[南宁三中地理教师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","4","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=20610945"
"39","李洋[台州市玉环县纪委党风室副主任]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","4","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=21514110"
"40","李洋[feekr旅行创始人]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","5","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22096450"
"41","李洋[山东农业大学植物保护学院讲师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","3","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22127882"
"42","李洋[原贵州省道路运输局党委委员、副局长]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","4","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22249499"
"43","李洋[四川师范大学副教授，硕士研究生导师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","8","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22308067"
"44","李洋[南京师范大学法学院教授]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","9","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22342498"
"45","李洋[郑州天后医疗美容医院医生]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","19","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22342969"
"46","李洋[小学高级教师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","7","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=22694951"
"47","李洋[辽宁省盘锦市双台子区人民政府副区长]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","10","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23179260"
"48","李洋[浙江省台州市临海市大田街道党工委委员、纪工委书记]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","4","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23241580"
"49","李洋[网络安全与信息化专家]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","11","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23473055"
"50","李洋[中央美术学院教授、博士生导师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","5","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23664040"
"51","李洋[重庆大学经济与工商管理学院实验师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","6","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23682179"
"52","李洋[海南大学教师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","6","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23689900"
"53","李洋[中国移动吉林公司网优中心无线优化分析管理]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","3","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23745372"
"54","李洋[陕西省神木中学教师]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","5","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23751781"
"55","李洋[天津市大学软件学院党委委员、纪委书记]","https://baike.baidu.com/item/%E6%9D%8E%E6%B4%8B/10235951","7","https://baike.baidu.com/p/history?lemmaTitle=%E6%9D%8E%E6%B4%8B&lemmaId=23753065"
